trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
553,False,"{'a': 0.5, 'e': 0.06254083169574957}",30,22,18.99107514305132,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.5, 'e': 0.062228127537270826}",25,11,-13.814860964793457,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
555,False,"{'a': 0.5, 'e': 0.06191698689958447}",20,6,-17.864877110467535,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
556,False,"{'a': 0.5, 'e': 0.061607401965086545}",20,8,12.999105093931128,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
557,False,"{'a': 0.5, 'e': 0.06129936495526111}",25,17,3.9067050693562284,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
558,False,"{'a': 0.5, 'e': 0.0609928681304848}",20,8,18.454207547605062,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.5, 'e': 0.060687903789832374}",25,20,10.444095760264979,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.5, 'e': 0.06038446427088321}",25,17,15.254557093274588,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.5, 'e': 0.06008254194952879}",25,17,3.761134021357409,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
562,False,"{'a': 0.5, 'e': 0.05978212923978115}",35,19,31.397585804994357,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.5, 'e': 0.05948321859358224}",20,13,14.733813323329425,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.5, 'e': 0.05918580250061433}",20,3,16.30804579216213,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
565,False,"{'a': 0.5, 'e': 0.058889873488111255}",25,13,24.422213876841457,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.5, 'e': 0.058595424120670696}",30,12,18.283467096779006,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
567,False,"{'a': 0.5, 'e': 0.05830244700006734}",25,0,26.427800795177625,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
568,False,"{'a': 0.5, 'e': 0.058010934765067}",30,21,20.799247733706537,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.5, 'e': 0.05772088009124167}",25,6,18.717655037296733,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
570,False,"{'a': 0.5, 'e': 0.05743227569078546}",25,0,-1.2240598349376342,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
571,False,"{'a': 0.5, 'e': 0.05714511431233153}",25,12,22.009948598152658,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.5, 'e': 0.05685938874076987}",25,16,16.21017409866178,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.5, 'e': 0.056575091797066025}",25,7,36.12784072720054,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.5, 'e': 0.056292216338080694}",20,4,-5.680731752579848,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
575,False,"{'a': 0.5, 'e': 0.05601075525639029}",30,17,26.078395378917328,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.5, 'e': 0.05573070148010834}",30,11,29.445066467551616,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.5, 'e': 0.0554520479727078}",30,14,17.890975697652113,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
578,False,"{'a': 0.5, 'e': 0.05517478773284426}",25,19,10.456996922516884,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.5, 'e': 0.05489891379418004}",30,15,-15.514893632137076,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
580,False,"{'a': 0.5, 'e': 0.05462441922520914}",20,13,12.704090193203513,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.5, 'e': 0.0543512971290831}",25,13,21.533819258413708,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.5, 'e': 0.05407954064343768}",25,11,20.340870437937056,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.5, 'e': 0.05380914294022049}",25,15,22.272418417359717,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.5, 'e': 0.05354009722551939}",20,14,11.418223563448537,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.5, 'e': 0.05327239673939179}",20,12,8.911211676342557,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.5, 'e': 0.053006034755694834}",30,20,11.603394915450403,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.5, 'e': 0.052741004581916356}",30,18,22.39347878164545,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.5, 'e': 0.052477299559006776}",25,17,16.35812516318681,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.5, 'e': 0.052214913061211746}",30,18,21.74641978729191,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.5, 'e': 0.05195383849590569}",25,17,17.50925884978415,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.5, 'e': 0.05169406930342616}",25,12,21.970160944264222,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.5, 'e': 0.05143559895690903}",25,17,15.847575900069522,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.5, 'e': 0.051178420962124486}",20,12,-47.22524413466014,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
594,False,"{'a': 0.5, 'e': 0.05092252885731386}",25,11,-19.401724647822935,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
595,False,"{'a': 0.5, 'e': 0.05066791621302729}",20,3,22.293183391206394,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.5, 'e': 0.05041457663196215}",20,12,14.534833154307268,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.5, 'e': 0.050162503748802344}",20,9,-16.9522559823688,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
598,False,"{'a': 0.5, 'e': 0.049911691230058335}",20,2,8.687912959019606,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,20,10.573341132718959,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,16,15.280339168247927,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,10,17.485231600287115,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,16,7.4583361869225255,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,12,13.268911193023833,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,8,30.21896727250413,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,10,28.529769242187886,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,8,23.98448329136515,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",35,24,20.670718371803755,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,9,27.990246378152264,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
